prompt_id,step,prompt,parent_idx,parent_idxs,feedback,score_ami,score_nca,score_f1,ami_x_nca,true_clusters,predicted_clusters
0,lamarckian,Categorize each interaction between a customer and an assistant based on the intent or purpose of the message.,,,,0.22822487372318787,0.8551458911090569,0.21686746987951808,0.19516556301326748,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[37. 38. 37. 29.  3.  0. 16.  3. 30.  0.  7. 33. 32. 18. 17. 34. 36. 35.
 10.  2.  5.  7.  7. 40. 40. 40. 40. 40. 40.  0. 40.  5.  7. 37. 38.  3.
 16.  3. 38. 29.  0.  7. 21. 20. 19. 22.  6.  0. 40.  1. 11. 37. 38.  4.
 38. 30. 31.  3. 29.  0.  0. 28. 27. 25. 24. 23. 26. 10.  2. 14. 13. 12.
 15.  9. 39.  8.]"
1,lamarckian,Classify the given text into one of the predefined categories.,,,,0.3558178897624971,0.8468228200371057,0.32608695652173914,0.30131470882832984,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[32. 34. 32. 28. 32.  6. 38. 19. 29. 19. 18.  9. 36. 27.  7. 20. 21. 30.
 19. 22. 19. 18. 18. 39. 35. 26. 11. 13. 16. 19. 22. 18. 18. 32. 34. 28.
 28. 28. 34. 28. 19. 18. 33. 36. 27.  8. 31. 19. 23. 19. 19. 32. 34. 24.
 37. 29. 38.  6. 28. 19. 19.  0.  5.  4.  5.  1.  2.  1.  3. 10. 25. 15.
 17. 22. 14. 12.]"
2,lamarckian,Assign a classification label to each customer support interaction based on the context or action taken.,,,,0.3422241441537165,0.8683353211414435,0.3057324840764331,0.29716531211607305,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[37. 19. 37. 26. 37.  3. 42. 15. 41. 15.  7. 35. 39. 31.  9. 25. 21. 34.
  0. 16.  7.  7.  7. 43. 38. 30.  8. 40. 12. 15. 22.  7.  7. 37. 19. 26.
  3. 26. 19. 26. 15.  7. 36. 39. 31. 32. 27.  1. 24. 15. 15. 37. 19. 28.
 20. 41. 42.  3. 26. 15. 15. 17. 33. 18. 13.  2.  4.  0. 16.  5. 29. 10.
 14. 23. 11.  6.]"
3,lamarckian,Identify the type of customer service interaction based on the provided conversation excerpt.,,,,0.3394363792914703,0.89067055393586,0.3076923076923077,0.30232598796951654,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[39. 21. 39. 27.  9. 12. 44.  2. 27. 12. 11. 37. 42. 32.  5. 19. 23. 36.
 13. 25. 10. 11. 11. 45. 41. 31. 24. 43.  4. 12. 25. 10. 11. 39. 21.  9.
 39. 39. 21. 27. 12. 11. 38. 42. 33. 34. 29. 12. 26. 14. 15. 39. 21.  6.
 22.  9. 44.  2. 27. 12. 12. 18. 35. 20.  8. 16. 28.  0. 17. 40. 30.  1.
  7. 25. 10.  3.]"
4,feedback_0,"Categorize each interaction between a customer and an assistant by examining both the wording and the context to determine the true intent or purpose of the message. 

1. **Clarify Intent Boundaries**: Recognize when messages should be grouped under a single intent versus when they should be split. Variations in phrasing do not indicate different intents if the underlying purpose is the same. For example, ""Great. Have a wonderful day!"" and ""You’re very welcome!"" both serve the intent of ""close_conversation"".

2. **Differentiate Similar Actions**: Focus on the specific issue or action being described, rather than general similarities. Identify unique aspects of the message content that signal different intents, such as distinguishing between ""report_overcharge"" and ""report_payment_failure"".

3. **Address Common Ambiguities**: Identify common phrases that share the same intent despite appearing different. For example, ""Okay, thanks for the advice."" and ""Got it, thanks."" both express ""express_gratitude"".

4. **Include Contextual Cues**: Use contextual cues to identify the broader intent, such as offering further assistance or closing the conversation. Messages like ""Happy to help! Anything else I can do for you today?"" and ""Great to hear! Anything else I can help with?"" both offer ""offer_additional_help"".

5. **Highlight Intent Complexity**: Recognize that complex interactions may involve multiple distinct intents. Break down messages to discern different stages or aspects of the conversation, such as distinguishing ""report_problem"" from ""confirm_attempted_solution"".

6. **Encourage Specificity in Intent Identification**: Look for specific problem descriptions that differentiate intents, even when they seem related. For example, ""The card isn't being recognized at checkout."" and ""Hi, my payment failed when I tried to check out."" should be separate as ""describe_issue"" and ""report_payment_failure"".

By following these guidelines, you can accurately categorize each interaction to improve the clustering accuracy of customer service messages.",0,,,0.33097795146445286,0.7885051456480029,0.31075697211155384,0.260977817825756,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[ 6. 23.  6. 23.  3. 16. 13.  0. 20.  9.  8. 21. 24. 17.  5. 14. 11. 19.
  9. 12.  2.  8.  8.  6. 23. 16. 23. 16. 20.  9. 12.  2.  8. 21. 23. 16.
  3. 13. 23. 16.  9.  8.  6. 23. 16. 20. 20.  9. 20.  9.  2. 22. 23. 16.
 23. 16. 20.  3. 20.  9.  9. 25. 18. 10.  4.  1. 15.  9.  7.  6. 20.  3.
  9. 12.  2.  2.]"
5,feedback_0,"Classify the given text into one of the predefined categories based on its intended outcome. 

**Guidelines:**
1. **Clarifying Similar Intent Categories:**
   - Use contextual cues to differentiate similar intents. For example, phrases like ""You're welcome!"" and ""Alright, have a good day!"" should be grouped under ""close_conversation,"" whereas ""Thank you"" belongs to ""express_gratitude.""
   
2. **Avoiding False Merges:**
   - Focus on the distinct action or response expected. For instance, ""Done, your profile has been updated"" should be categorized as ""confirm_update,"" while ""Thanks. I checked and you were indeed charged twice for delivery"" falls under ""confirm_overcharge.""

3. **Enhancing Disambiguation Cues:**
   - Look for keywords indicating a question (e.g., ""Could you,"" ""Can you"") versus a statement (e.g., ""You can,"" ""It is possible"") to differentiate intents like ""ask_new_address"" and ""provide_guidance.""

4. **Variety of Examples:**
   - Recognize that different phrasings can map to the same intent. For example, ""Have a wonderful day!"" and ""Glad I could help!"" both belong to ""close_conversation.""

5. **Encouraging Contextual Understanding:**
   - Consider the context and the action or reassurance being communicated. For example, ""Yes, you’ll receive an email"" should be ""confirm_process,"" while ""If you don’t see the email"" should be ""give_tip.""

6. **Refining Action-Based Instructions:**
   - Identify the primary action or request. For example, ""Got it. Do you want to apply this change"" is a request for confirmation, while ""Hi, I can’t track my order"" indicates a request for assistance.

By following these guidelines, classify the text accurately into its corresponding intent category.",1,,,0.2603734899188663,0.7010682797555112,0.22505307855626325,0.18253959467135852,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[ 3. 13.  3. 13. 13. 13.  3. 13. 13.  6.  6. 15.  4. 14.  7.  0.  5. 12.
 10.  6.  6.  6.  6.  3.  3. 13.  3. 13.  9. 10.  6.  6.  6.  3. 13.  7.
 13.  3. 13.  6. 13.  6. 15.  3. 13. 13. 12. 10. 12. 10.  6.  3.  3. 13.
  3. 13. 13. 13. 13. 10.  6. 15. 12.  2.  8.  0. 11. 10.  6. 15. 12.  0.
 10.  1.  6.  6.]"
6,feedback_0,"Assign a classification label to each customer support interaction based on the context or action taken. 

1. **Clarify Common Phrases for Similar Intents:** Group variations of similar phrases under a unified intent. For example, map messages like ""You’re welcome!"" and ""Alright, have a good day!"" to `close_conversation`.

2. **Differentiate Between Similar Actions:** Provide separate intents for messages with distinct actions. For instance, use `confirm_update` for ""Done, your profile has been updated."" and `describe_error_message` for ""Yes, it said “transaction declined.”

3. **Encourage Specific Intent Identification:** Identify specific intents even when actions seem similar. For example, classify ""Yes please, that would be great."" as `accept_solution` and ""Yes, it’s 99420."" as `provide_bill_id`.

4. **Highlight Subtle Differences in Actions:** Recognize distinct intents from subtle phrasing differences. For example, ""Okay, thanks for checking."" should be `acknowledge` while ""Okay, thanks for the advice."" should be `express_gratitude`.

5. **Provide Instructions on Handling Mixed Intents:** Offer strategies for messages with multiple intents, ensuring each is identified. For example, classify ""No, that’s all. Have a nice day!"" as `end_request` and ""Happy to help! Have a nice day."" as `close_conversation`.

6. **Encourage Consistent Labeling for Similar Outcomes:** Ensure consistent labeling for messages describing similar processes. For instance, both ""Refunds are usually processed within 3–5 business days."" and ""Refunds usually show within 2–3 business days."" should map to `provide_refund_timeline`.

7. **Provide More Contextual Disambiguation Cues:** Use contextual cues to disambiguate functionally similar intents. For example, ""Of course! Happy to help. Is there anything else I can do for you today?"" and ""Great to hear! Anything else I can help with?"" should both map to `offer_additional_help`.

8. **Address Potential Overlaps in Intent Definitions:** Clarify and re-evaluate intents to avoid overlaps. For example, classify ""You’re very welcome! Have a great day."" as `close_conversation` and ""No, that’s all. Have a nice day!"" as `end_request`.

By following these guidelines, ensure accurate and consistent classification of customer support messages based on their true intents.",2,,,0.5796247171867136,0.8079823062229817,0.6203703703703705,0.4683265157363644,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[ 8. 24.  8. 15. 20.  1. 13.  0.  6. 10.  3.  8. 25. 18.  1.  4. 28. 21.
 10. 12.  9.  3.  3.  8. 24. 17. 27. 20.  6. 10. 12.  9.  3.  8. 24. 16.
  1. 13. 24. 21. 10.  3.  8. 24. 18. 22. 22.  1. 14. 10.  3.  8. 24.  7.
 24. 20. 15.  0. 15. 10.  3. 26. 19. 11.  5.  2. 23. 10.  3.  8. 22.  1.
 10. 12.  9.  3.]"
7,feedback_0,"Identify distinct customer service intents within conversation excerpts. Ensure accurate clustering by considering the following:

1. **Clarify Intent Boundaries:** Group similar expressions under a single intent, such as ""close_conversation,"" with examples like ""You too! Take care."" and ""Alright, have a good day!""

2. **Distinguish Subtle Differences:** Differentiate between similar intents by recognizing nuances, such as ""confirm_issue"" (e.g., ""Thanks for that. I see two payments for the same order indeed."") versus ""acknowledge"" (e.g., ""Okay, thanks for checking."").

3. **Encourage Contextual Understanding:** Consider the context in which a message is sent. For example, distinguish between requesting information (""Can you share the order number with me?"") and confirming a solution (""Yes, that worked. Thanks!"").

4. **Standardize Intent Definitions:** Use consistent definitions for each intent, such as ""express_gratitude,"" with examples like ""Okay, that works. Thank you for helping me."" and ""Perfect, thank you for the help.""

5. **Address Ambiguity in Phrasing:** Recognize solution-related intents despite varied phrasing, such as ""Would you like me to request a replacement card for you?"" and ""I’ll refund the extra charge immediately.""

6. **Use Disambiguation Cues:** Distinguish between similar closing phrases using context and speaker roles, such as ""Have a great day."" (closing conversation) versus ""No, that’s all. Have a nice day!"" (ending a request).

7. **Promote Intent Specificity:** Encourage granular categorization by identifying sub-intents under broader categories, ensuring clarity between intents like ""confirm_issue"" and ""confirm_update"" with appropriate examples.",3,,,0.32777717779529253,0.5521272000863837,0.30564784053156147,0.18097469542833164,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[12. 14.  4. 11.  4.  0. 11.  6.  6.  7.  2. 12.  9.  9.  4. 11.  9.  9.
  7.  8.  2.  2.  2.  6. 14.  6. 14.  6.  6.  7.  8.  3.  2. 12. 14. 10.
  4. 11. 14. 10.  0.  2. 12. 14. 10.  4. 11.  0.  6.  7.  7. 12. 14.  4.
 14.  4. 11.  6. 11.  7.  2. 12. 11. 13.  5.  1.  9.  7.  7. 12. 11.  0.
  6.  8.  2.  2.]"
8,feedback_1,"Determine the true intent or purpose of each interaction between a customer and an assistant by analyzing both the wording and context. 

1. **Clarify Intent Boundaries**: Group messages with the same underlying purpose, regardless of phrasing differences. For example, both ""Glad I could help!"" and ""Happy to help! Have a nice day."" share the ""close_conversation"" intent. Focus on the core purpose behind the wording.

2. **Differentiate Similar Actions**: Examine the specific content and action described to identify distinct intents, even for similar messages. Differentiate between intents like ""ask_clarification"" and ""request_bill_id"" by determining if the goal is to clarify a general issue or request specific information.

3. **Address Common Ambiguities**: Recognize phrases that, despite different wording, share the same intent. For instance, ""Okay, let me check."" and ""Perfect, I’ll try that now."" both indicate ""acknowledge"" and should be grouped under this intent.

4. **Include Contextual Cues**: Use contextual clues to understand broader intents, such as concluding an interaction or offering further help. For example, ""Have a wonderful day!"" and ""Take care!"" both indicate a ""close_conversation"" intent.

5. **Highlight Intent Complexity**: Break down complex interactions into multiple intents. For example, ""Sorry about that. Can you give me your order number?"" should be separated into ""apologize"" and ""ask_order_number"" to reflect different conversation stages.

6. **Encourage Specificity in Intent Identification**: Focus on specific details that separate intents, even if they seem related. Distinguish between ""confirm_update"" and ""provide_order_number"" by identifying the specific action or information being confirmed or provided.

By following these guidelines, accurately categorize each interaction to enhance clustering accuracy in customer service messages.",0,,,0.45547542536958463,0.8287509448223734,0.45370370370370366,0.3774756891184157,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[31.  3. 31. 24. 11.  0. 35. 11. 17. 10. 10. 31.  1. 27. 14. 22. 33. 30.
 18. 19. 10. 10. 10. 31.  6. 26.  4. 34. 17.  0. 20. 10. 10. 31.  2. 25.
 15. 21.  9. 28.  0. 10. 31.  7. 27. 17. 30.  0. 20.  0. 10. 31.  3. 14.
  8. 16. 35. 11. 24.  0. 10. 32. 29.  5. 13.  0. 23. 18. 10. 31. 30.  0.
 17. 20. 12. 10.]"
9,feedback_1,"Classify the given text into one of the predefined categories based on its intended outcome. 

**Guidelines:**

1. **Clarifying Similar Intent Categories:**
   - Differentiate between intents with distinct purposes using contextual cues. For example, ""Would you like me to request a replacement card for you?"" and ""I’ll make sure one of the charges is refunded to your account."" should be categorized under ""offer_solution"" as they both involve problem-solving actions.

2. **Avoiding False Merges:**
   - Identify unique actions to prevent incorrect merging of intents. For instance, ""Done, your profile has been updated"" is ""confirm_update,"" while ""I’ll try PayPal"" involves ""agree_to_try,"" reflecting different intents.

3. **Enhancing Disambiguation Cues:**
   - Use specific keywords or phrases to distinguish inquiries from guidance. For example, ""Your delivery should still arrive within the scheduled slot"" is ""reassure_customer,"" while ""Understood. You can change it in Settings → Language → English"" is ""provide_instructions.""

4. **Variety of Examples:**
   - Group expressions with similar sentiments under the same intent. For instance, ""Of course! Happy to help. Is there anything else I can do for you today?"" and ""Great to hear! Anything else I can help with?"" should be categorized as ""offer_additional_help.""

5. **Encouraging Contextual Understanding:**
   - Recognize the context and intent behind each message. For example, ""Refunds are usually processed within 3–5 business days"" should be ""provide_refund_timeline,"" while ""Your delivery should still arrive within the scheduled slot"" should be ""reassure_customer.""

6. **Refining Action-Based Instructions:**
   - Focus on the primary action or request in the message. For example, ""Hi, I'm having trouble with my loyalty card"" is a ""report_problem,"" and ""Hi, I can’t track my order in the app"" is a ""report_tracking_issue.""

By following these guidelines, classify the text accurately into its corresponding intent category.",1,,,0.2855546990541776,0.7122003563330094,0.2201834862385321,0.2033721584189505,"[42.  3. 20. 49. 13. 21. 28.  0. 12. 24. 11. 37. 45. 33. 14. 28.  9. 35.
 24. 26. 22. 11. 11. 47.  6. 32. 10. 46. 18. 24. 26. 22. 11. 40. 44. 29.
 15. 28.  9. 35. 24. 11. 43.  7. 33. 23. 36.  1. 27. 24. 11. 41.  4. 19.
  8. 34. 48.  2. 30. 24. 11. 38. 31.  5. 16.  1. 25. 24. 11. 39. 31.  1.
 17. 26. 22. 11.]","[24. 27. 18. 17.  4. 10. 14.  0.  3. 10. 10. 24. 19.  1.  7. 14. 20. 11.
 13. 11. 11. 11.  9. 27. 27. 18. 26. 16.  8. 10. 13. 11.  9. 24. 27. 18.
  6. 14. 27. 20. 10. 10. 25. 27. 18. 21. 22. 10. 14. 11.  9. 23. 27.  5.
 27. 16. 15.  2. 17. 10. 10. 24. 19. 12.  7.  2. 13.  1. 11. 24. 19.  7.
 11. 13. 11.  9.]"
