prompt_id,hash,prompt
0,674a3e9abe78a298,Classify the given customer or assistant statement into the appropriate category label.
1,f7f7f35c042d9a30,Categorize each interaction based on its intent or action.
2,61da747c29a374ca,"Based on the inputs and outputs provided, the instruction given was to generate responses for a customer service chat. The responses should be appropriate to the customer's message and should guide the conversation effectively, using specific tags to denote the type of response or action taken."
3,a9a4d262c1858a4d,Classify each statement into a relevant category label based on its intent or content.
4,cb239e7223bcfa18,Please read the following responses and categorize them into a list of actions or intents that they represent.
5,8f147f8e0492c212,"Based on the conversation between a customer and an assistant, identify the intent or action associated with each statement or query."
6,22b8b4227eb79c6e,"Classify each statement as either ""customer"" or ""assistant"" and provide a corresponding action or response label."
7,5319b4452a6d3bf7,Categorize the given customer service responses into appropriate action labels.
8,95f80ac1bdef3469,"Classify the given customer or assistant statement into the appropriate intent category. Consider the conversational context and use the following guidelines:

1. **express_gratitude**: Recognize expressions of thanks or appreciation, such as ""Thank you for helping me"" or ""That’s helpful, thanks!""

2. **acknowledge**: Use this for responses that indicate understanding or agreement, including phrases like ""Okay, thanks for checking."" and ""Okay, let me check.""

3. **provide_instructions**: Group statements that offer guidance or steps, such as ""You can reset it by tapping 'Forgot password'"" and ""You can change it in Settings.""

4. **offer_additional_help**: Identify when the assistant explicitly offers further assistance, e.g., ""Is there anything else I can help you with?""

5. **close_conversation**: Use this for messages that signal the end of the dialogue, like ""You’re very welcome!"" and ""Alright, have a good day!""

Ensure you analyze the context to accurately classify each statement, and refer to examples to avoid confusion between similar intents. Consider merging categories if necessary to simplify classification."
9,3927a58874a12f4f,"Categorize each interaction based on its intent or action with the following guidelines:

1. **Clarify Similar Intents**: Differentiate between similar intents by focusing on subtle differences:
   - ""acknowledge"": Expressions of understanding or receipt (e.g., ""Okay, got it."")
   - ""express_gratitude"": Expressions of thankfulness (e.g., ""Thank you so much!"")

2. **Provide Examples for Disambiguation**: Use examples to distinguish intents:
   - ""Okay, thanks for checking."" (acknowledge)
   - ""That’s helpful, thanks!"" (express_gratitude)

3. **Emphasize Contextual Cues**: Use contextual clues to distinguish intents, especially in assistant messages:
   - ""close_conversation"": When the conversation is ending (e.g., ""Take care!"")
   - ""offer_additional_help"": When further assistance is offered (e.g., ""Is there anything else I can do for you?"")

4. **Reinforce Intent Consistency**: Maintain consistent categorization for similar intents to avoid splits:
   - ""Glad I could help!"" and ""You’re very welcome!"" should consistently be categorized under ""express_gratitude.""

5. **Highlight Specificity in Instructions**: Be specific when categorizing requests or instructions:
   - ""request_order_number"": Specific request for the order number (e.g., ""Can you share the order number with me?"")
   - ""ask_order_number"": General inquiry for the order number (e.g., ""Can you give me your order number?"")

6. **Encourage Flexibility in Interpretation**: Allow flexibility for variations in phrasing to ensure accurate categorization:
   - ""request_order_number"" and ""ask_order_number"" may accommodate slight variations in phrasing while maintaining their distinct categories.

7. **Include Common Closing Phrases**: Group common closing phrases under ""close_conversation"" for consistent classification:
   - Examples include ""Thank you for reaching out!"" and ""Have a great day!""

8. **Provide More Contextual Scenarios**: Expand on typical conversation flows to illustrate how intents may transition or overlap:
   - For example, moving from ""offer_additional_help"" to ""close_conversation"" as the interaction concludes.

9. **Encourage Review and Iteration**: Periodically review and iterate on intent categorization to refine distinctions and improve clustering accuracy over time."
10,0a9eac747bc15797,"### Enhanced Intent Discovery Prompt

In this exercise, your task is to generate responses for a customer service chat by identifying the underlying intent of each customer's message. This requires tagging each response with a specific intent label to guide the conversation effectively. Follow these refined instructions to ensure accurate intent identification:

1. **Clarify Intent Definitions**:
   - Clearly distinguish between intents such as ""request_order_number"" (where a customer is explicitly asking for their order number) and ""ask_order_number"" (where a customer might be inquiring if they need to provide their order number).

2. **Emphasize Consistency in Similar Phrases**:
   - Recognize that similar phrases often share the same intent. For example, phrases like ""You too! Take care."" and ""Alright, have a good day!"" should both be tagged as ""close_conversation."" Maintain consistency across similar expressions.

3. **Provide Examples for False Splits**:
   - Understand that different phrases can convey the same intent. For instance, ""Perfect, I’ll try that now."" and ""Okay, let me check."" should both be categorized under the ""acknowledge"" intent.

4. **Encourage Use of Context**:
   - Use contextual cues to distinguish between intents. For example, the intent behind ""No, that’s all. Have a nice day!"" (likely ""close_conversation"") differs from ""No, that’s all"" (possibly ""end_request"") based on conversation context.

5. **Refine Instructions for Intent Granularity**:
   - Aim for a balanced level of granularity. Avoid overly detailed distinctions like ""request_order_number"" vs. ""ask_order_number"" unless necessary for specific business goals.

6. **Incorporate More Examples of False Merges**:
   - Use examples such as ""Sorry about that. Can you give me your order number?"" to illustrate how similar queries can reflect different intents, such as ""apology"" versus ""request_order_number,"" depending on context and phrasing.

7. **Highlight the Importance of Intent Grouping**:
   - Group intents based on the underlying goal of the message. For instance, all forms of closing statements should be under ""close_conversation.""

8. **Introduce Disambiguation Strategies**:
   - Implement strategies for resolving ambiguities, such as considering the conversation's stage, to differentiate between intents like ""end_request"" and ""close_conversation.""

By following these guidelines, you will create more accurate and coherent clusters of customer service messages, enhancing the effectiveness of the chat responses."
11,1e49eb2107b01e17,"Classify each statement into a relevant category label based on its intent or content, paying close attention to subtle variations in phrasing and underlying purpose. Use the context from preceding and succeeding interactions to accurately determine intent and differentiate between customer and assistant roles. Prioritize specificity by recognizing nuanced differences in conversational closings versus task completions, and employ examples to illustrate correct classifications and common errors. Address ambiguous responses by considering follow-up interactions or identifying the need for clarification."
